gpu_energy,time,instruction_dataset_index,run,question_tokens,response_tokens,quantization,quantization_method,model,toech_memory_allocated
222.9700000002049,6.319672107696533,0.0,0.0,60.0,291.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
188.59699999983425,5.274083852767944,1.0,0.0,101.0,248.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
32.36100000003353,0.8201112747192383,2.0,0.0,48.0,67.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
221.0649999999441,6.163687944412232,3.0,0.0,52.0,291.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
57.45299999997951,1.5933504104614258,4.0,0.0,119.0,100.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
27.221000000135973,0.5818567276000977,5.0,0.0,94.0,57.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
214.44799999985844,6.163941383361816,6.0,0.0,44.0,291.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
216.7279999998864,6.207913398742676,7.0,0.0,70.0,291.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
200.2960000000894,5.746121406555176,8.0,0.0,44.0,272.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
220.3370000000577,6.198712110519409,9.0,0.0,48.0,291.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
224.62699999986216,6.241228342056274,10.0,0.0,65.0,291.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
217.966999999946,6.186370134353638,11.0,0.0,44.0,291.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
220.7180000001099,6.35554838180542,12.0,0.0,84.0,291.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
220.530000000028,6.1771228313446045,13.0,0.0,76.0,291.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
108.98899999982676,2.9630472660064697,14.0,0.0,150.0,155.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
121.69100000010803,3.446640014648437,15.0,0.0,48.0,176.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
65.66400000010617,1.8180184364318848,16.0,0.0,57.0,109.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",meta-llama/Llama-3.2-1B-Instruct,1511405568
